"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2015";"2016";"2017";"2018";"2019";"2020" 
"20291210 Specialpædagogiske lærerressourcer i folkesko"; 24,4; 24,7; 24,3; 0,0; 0,0; 0,0
"203 Erhvervsrettede ungdomsuddannelser "; 7497,2; 8116,6; 7644,6; 7586,2; 7474,7; 7420,5
"2031 Erhvervsuddannelser "; 6758,3; 6966,0; 6759,2; 6726,4; 6639,4; 6524,8
"203101 Erhvervsuddannelser "; 5971,7; 5939,5; 5701,7; 5616,7; 5507,7; 5402,2
"20310110 Taxametertilskud til undervisningsudgifter "; 4538,7; 4578,6; 4422,4; 4354,1; 4262,9; 4183,5
"20310120 Taxametertilskud til fællesudgifter "; 631,1; 592,5; 546,0; 536,0; 528,0; 517,4
"20310125 Aktivitetsbestemte bygningstaxametertilskud "; 781,8; 748,3; 713,7; 707,4; 697,9; 682,9
"20310130 Vejledningstilskud - EGU-forløb "; 1,2; 1,5; 1,3; 1,3; 1,3; 1,2
"20310140 Tilskud til internationale aktiviteter "; 0,5; 0,6; 0,4; 0,4; 0,4; 0,4
"20310150 Praktikuddannelse på produktionsskoler "; 18,5; 18,0; 17,9; 17,5; 17,2; 16,8
"203102 EUX "; 36,0; 231,1; 232,7; 230,7; 238,1; 242,4
"20310210 Taxametertilskud til undervisningsudgifter "; 32,7; 181,8; 182,6; 181,0; 189,5; 192,4
"20310220 Taxametertilskud til fællesudgifter "; 1,9; 28,2; 28,5; 28,2; 27,6; 28,4
"20310225 Aktivitetsbestemte bygningstaxametertilskud "; 1,5; 21,1; 21,6; 21,5; 21,0; 21,6
"203111 Arbejdsgivernes Uddannelsesbidrag "; 309,9; 301,4; 308,1; 308,6; 308,2; 306,2
"20311120 Tilskud til lønrefusion for eux og studierett"; 8,7; 8,7; 8,9; 8,9; 8,9; 8,9
"20311130 Tilskud til formidling af uddannelsesaftaler "; 232,6; 214,6; 217,0; 217,0; 217,0; 217,0
"20311135 Løntilskud vedrørende elever "; 12,0; 26,8; 27,4; 27,4; 27,4; 27,4
"20311140 Tilskud til administration "; 5,2; 4,4; 4,4; 4,4; 4,0; 4,0
"20311150 Tilskud til befordring, værktøj, værnemidler "; 46,8; 40,2; 42,0; 42,0; 42,0; 42,0
"20311170 Tilskud til praktik i udlandet "; 2,7; 2,0; 2,0; 2,0; 2,0; 2,0
"20311175 Udgifter til kost og logi på skolehjem "; 1,8; 4,7; 4,9; 4,9; 4,9; 4,9
"20311180 Tilskud til boligudgifter mv. ved praktik i T"; 0,0; 0,0; 1,5; 2,0; 2,0; 0,0
"203112 Skolepraktik "; 425,6; 478,6; 501,0; 554,7; 569,7; 558,3
"20311210 Taxametertilskud til undervisningsudgifter "; 315,7; 355,7; 372,6; 412,3; 423,5; 415,1
"20311220 Taxametertilskud til fællesudgifter "; 64,6; 72,0; 74,4; 82,7; 84,8; 83,0
"20311225 Aktivitetsbestemte bygningstaxametertilskud "; 45,3; 50,9; 54,0; 59,7; 61,4; 60,2
"203113 Tilskud til skoleydelse "; 15,0; 15,4; 15,7; 15,7; 15,7; 15,7
"20311310 Tilskud til skoleydelse "; 15,0; 15,4; 15,7; 15,7; 15,7; 15,7
"2032 Fodterapeutuddannelsen "; 20,7; 19,5; 19,7; 19,7; 20,0; 20,2
"203201 Fodterapeutuddannelsen "; 20,7; 19,5; 19,7; 19,7; 20,0; 20,2
"20320110 Taxametertilskud til undervisningsudgifter "; 15,4; 14,3; 14,4; 14,5; 14,7; 14,8
"20320120 Taxametertilskud til fællesudgifter "; 2,1; 1,9; 1,9; 1,8; 1,9; 1,9
"20320125 Aktivitetsbestemte bygningstaxametertilskud "; 3,2; 3,3; 3,4; 3,4; 3,4; 3,5
"2034 Adgangsgivende kurser mv. "; 1,1; 0,7; 0,9; 0,9; 0,9; 0,8
"203401 Adgangsgivende kurser mv. "; 1,1; 0,7; 0,9; 0,9; 0,9; 0,8
"20340110 Taxametertilskud til undervisningsudgifter "; 0,9; 0,5; 0,7; 0,7; 0,7; 0,6
"20340120 Taxametertilskud til fællesudgifter "; 0,1; 0,1; 0,1; 0,1; 0,1; 0,1
"20340125 Aktivitetsbestemte bygningstaxametertilskud "; 0,1; 0,1; 0,1; 0,1; 0,1; 0,1
"2035 Lokomotivføreruddannelsen "; 3,7; 3,7; 4,6; 6,6; 8,5; 10,4
"203501 Lokomotivføreruddannelsen "; 3,7; 3,7; 4,6; 6,6; 8,5; 10,4
"20350110 Taxametertilskud til undervisningsudgifter "; 3,3; 2,6; 3,7; 5,2; 6,6; 8,0
"20350120 Taxametertilskud til fællesudgifter "; 0,2; 0,5; 0,4; 0,6; 0,8; 1,0
"20350125 Aktivitetsbestemte bygningstaxametertilskud "; 0,3; 0,6; 0,5; 0,8; 1,1; 1,4
"2036 Fiskeriuddannelsen "; 4,1; 5,2; 7,1; 7,1; 7,0; 6,9
"203601 Fiskeriuddannelsen "; 4,1; 5,2; 7,1; 7,1; 7,0; 6,9
"20360110 Taxametertilskud til undervisningsudgifter "; 3,3; 4,2; 5,8; 5,8; 5,7; 5,6
"20360120 Taxametertilskud til fællesudgifter "; 0,4; 0,5; 0,7; 0,7; 0,7; 0,7
"20360125 Aktivitetsbestemte bygningstaxametertilskud "; 0,4; 0,5; 0,6; 0,6; 0,6; 0,6
"2038 Tilskud mv. til institutioner for erhvervs. "; 709,3; 1121,5; 853,1; 825,5; 798,9; 857,4
"203802 Grundtilskud mv. til institutioner "; 409,0; 494,4; 485,6; 476,9; 468,5; 459,1
"20380215 Grundtilskud erhvervsrettet uddannelse "; 272,1; 351,6; 344,5; 337,6; 331,0; 324,4
"20380220 Grundtilskud til kostafdelinger "; 17,5; 17,1; 16,8; 16,5; 16,1; 15,8
"20380225 Udkantstilskud "; 42,1; 41,1; 40,2; 39,4; 38,6; 37,8
"20380230 Særtilskud til uddannelser "; 13,0; 12,9; 12,7; 12,4; 12,2; 12,0
"20380235 Skyggeelevtilskud mv. "; 23,5; 18,5; 18,2; 17,8; 17,4; 17,0
"20380240 Tilskud til vækstpakkeinitiativer angående pr"; 40,8; 0,0; 0,0; 0,0; 0,0; 0,0
"20380245 Grundtilskud til skolepraktik "; 0,0; 53,2; 53,2; 53,2; 53,2; 52,1
"203811 Bedre og mere attraktive erhvervsuddannelser "; 80,5; 253,5; 142,8; 129,1; 115,3; 187,5
"20381110 Alternative adgangsveje "; 3,2; 5,0; 0,0; 0,0; 0,0; 0,0
"20381120 Strategisk kompetenceløft "; 59,3; 63,9; 0,0; 0,0; 0,0; 0,0
"20381130 Leder- og skoleudvikling i praksis "; 2,1; 0,0; 0,0; 0,0; 0,0; 0,0
"20381140 Kvalitetsudviklingspulje "; 15,2; 131,8; 40,8; 128,6; 114,8; 187,0
"20381141 Udstyrspulje "; 0,0; 50,0; 100,6; 0,0; 0,0; 0,0
"20381160 Følgeforskning og implementering mv. "; 0,7; 1,4; 1,4; 0,5; 0,5; 0,5
"20381170 Styrket indsats i implementeringen af erhverv"; 0,0; 1,4; 0,0; 0,0; 0,0; 0,0
"203812 Løft af erhvervsuddannelserne "; 0,0; 150,0; 0,0; 0,0; 0,0; 0,0
"20381210 Kvalitetsudvikling på erhvervsuddannelserne "; 0,0; 150,0; 0,0; 0,0; 0,0; 0,0
"203821 Tilskud til kostafdelinger "; 219,8; 223,6; 224,7; 219,5; 215,1; 210,8
"20382110 kost og logi til elever i landbrugsudd. "; 16,2; 16,0; 15,9; 15,6; 15,3; 15,1
"20382120 Taxametertilskud til fællesudgifter "; 129,0; 132,3; 131,7; 128,4; 125,9; 123,5
"20382125 Aktivitetsbestemte bygningstaxametertilskud "; 74,6; 75,3; 77,1; 75,5; 73,9; 72,2
"204 Gymnasiale uddannelser "; 12100,2; 11882,7; 11760,8; 11664,8; 11419,8; 11043,8
"2041 Erhvervsgymnasiale uddannelser "; 2847,4; 2841,4; 3024,0; 3047,6; 2956,3; 2819,8
"204101 Erhvervsgymnasiale uddannelser "; 2847,4; 2841,4; 3024,0; 3047,6; 2956,3; 2819,8
"20410110 Taxametertilskud til undervisningsudgifter "; 2345,9; 2344,9; 2518,2; 2534,6; 2439,2; 2328,1
"20410120 Taxametertilskud til fællesudgifter "; 268,3; 262,6; 265,3; 267,5; 269,6; 256,4
"20410125 Aktivitetsbestemte bygningstaxametertilskud "; 233,3; 233,9; 240,5; 245,5; 247,5; 235,3
"2042 Offentlige gymnasier og hf-kurser "; 8329,0; 8012,3; 7661,8; 7536,9; 7362,0; 7151,1
"204202 Almengymnasiale uddannelser "; 8105,7; 7760,9; 7447,6; 7327,1; 7165,0; 6984,2
"20420210 Taxametertilskud til undervisningsudgifter "; 6389,3; 6115,4; 5911,4; 5824,2; 5683,9; 5541,7
"20420220 Taxametertilskud til fællesudgifter "; 779,1; 737,3; 708,7; 690,4; 680,2; 662,1
"20420225 Aktivitetsbestemte bygningstaxametertilskud "; 937,3; 908,2; 827,5; 812,5; 800,9; 780,4
"204211 Gymnasial supplering "; 140,0; 151,8; 137,0; 134,1; 124,3; 99,1
"20421110 Taxametertilskud til driftsudgifter "; 121,9; 134,3; 120,6; 118,2; 109,5; 87,3
"20421120 Taxametertilskud til administrationsudgifter "; 9,6; 8,7; 7,5; 7,2; 6,7; 5,3
"20421125 Aktivitetsbestemte bygningstaxametertilskud "; 8,5; 8,8; 8,9; 8,7; 8,1; 6,5
"204212 Gymnasial supplering på private gymnasier "; 23,7; 25,2; 24,5; 24,1; 22,3; 18,5
"20421210 Taxametertilskud til driftsudgifter "; 22,4; 23,5; 22,8; 22,5; 20,8; 17,2
"20421225 Aktivitetsbestemte bygningstaxametertilskud "; 1,3; 1,7; 1,7; 1,6; 1,5; 1,3
"204251 Sorø Akademis Skole "; 52,1; 49,6; 45,5; 44,5; 43,5; 42,4
"20425110 Almindelig virksomhed "; 52,0; 49,6; 45,5; 44,5; 43,5; 42,4
"20425190 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"20425192 Indtægtsdækket virksomhed - ScienceTalenter "; 0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"204252 Vedligeholdelsesarbejder Sorø Akademis Skole "; 7,6; 24,8; 7,2; 7,1; 6,9; 6,9
"20425221 Vedligeholdelsesarbejder ved Sorø Akademis Sk"; 7,6; 24,8; 7,2; 7,1; 6,9; 6,9
"2043 Private gymnasier, studenterkurser, hf-kurer "; 421,5; 404,8; 407,9; 419,7; 411,2; 399,0
"204301 Private gymnasier, studenterkurser, hf-kurser "; 379,1; 366,5; 370,2; 382,8; 375,1; 363,7
"20430110 Taxametertilskud til undervisningsudgifter "; 299,5; 290,5; 291,3; 303,4; 298,2; 289,3
"20430120 Taxametertilskud til fællesudgifter "; 41,1; 38,6; 39,2; 39,4; 38,2; 37,0
"20430125 Aktivitetsbestemte bygningstaxametertilskud "; 38,5; 37,4; 39,7; 40,0; 38,7; 37,4
"204302 Øvrige tilskud til private gymnasier "; 42,4; 38,3; 37,7; 36,9; 36,1; 35,3
"20430210 Tilskud til kostafdelinger "; 26,7; 24,7; 24,3; 23,8; 23,3; 22,8
"20430220 Opholdsstøtte til elever ved kostafdelinger "; 7,3; 6,5; 6,5; 6,4; 6,3; 6,2
"20430230 Tilskud til henviste elever "; 5,8; 4,1; 4,0; 3,9; 3,8; 3,7
"20430240 Tilskud til svært handicappede "; 2,5; 3,0; 2,9; 2,8; 2,7; 2,6
"2048 almengymnasiale uddannelser "; 502,2; 624,2; 667,1; 660,6; 690,3; 673,9
"204802 Grundtilskud mv. til institutioner "; 414,1; 535,8; 530,4; 525,4; 520,3; 511,1
"20480210 Grundtilskud "; 360,9; 478,6; 471,9; 468,1; 464,1; 456,0
"20480220 Udkantstilskud "; 34,7; 27,8; 27,3; 26,7; 26,2; 25,7
"20480225 Tilskud til IB "; 8,8; 12,0; 11,7; 11,5; 11,3; 11,1
"20480230 Særl.forløb elever m.nedsat psykisk funktions"; 9,8; 13,9; 16,1; 15,8; 15,5; 15,2
"20480235 Undervisning i udlandet "; 0,0; 3,5; 3,4; 3,3; 3,2; 3,1
"204804 Grundtilskud mv. til private gymnasier "; 50,8; 50,9; 57,6; 56,7; 55,8; 54,8
"20480410 Grundtilskud "; 42,3; 42,5; 41,7; 40,8; 40,0; 39,2
"20480420 Fripladstilskud "; 4,1; 4,0; 3,9; 3,9; 3,8; 3,7
"20480430 Tilskud til vikarudgifter, pædagogikum mv. "; 4,4; 4,4; 12,0; 12,0; 12,0; 11,9
"204805 Diverse tilskud til gymnasiale uddannelser "; 0,3; 0,5; 0,2; 0,2; 0,2; 0,2
"20480510 Bevilling til overførte medarbejdere "; 0,3; 0,5; 0,2; 0,2; 0,2; 0,2
"204811 Aftale om styrkede gymnasiale uddannelser "; 0,0; 0,0; 42,6; 42,7; 79,1; 73,6
"20481110 Efteruddannelsesinitiativer "; 0,0; 0,0; 34,3; 27,2; 61,4; 56,3
"20481120 Understøttelse af campusdannelse "; 0,0; 0,0; 0,0; 0,0; 6,0; 5,0
"20481130 Tilskud til implementeringsunderstøttende ini"; 0,0; 0,0; 2,0; 1,5; 0,0; 0,0
"20481140 Opfølgning og evaluering af indsatser "; 0,0; 0,0; 4,1; 3,2; 1,4; 2,0
"20481150 Etablering og drift af faglighedsindikator "; 0,0; 0,0; 0,0; 10,1; 10,1; 10,1
"20481160 Ekspertudvalg, forskning mv. "; 0,0; 0,0; 2,2; 0,7; 0,2; 0,2
"204821 almengymnasiale uddannelser "; 37,0; 37,0; 36,3; 35,6; 34,9; 34,2
"20482110 Driftstilskud til kostafdelinger "; 29,3; 29,5; 28,9; 28,3; 27,8; 27,2
"20482125 Bygningstilskud til kostafdelinger "; 7,6; 7,5; 7,4; 7,3; 7,1; 7,0
"205 Produktionsskoler, Erhvervsgrunduddannelse og "; 783,2; 924,8; 895,6; 794,4; 775,6; 757,4
"2051 Produktionsskoler "; 697,0; 696,3; 601,8; 505,2; 491,1; 477,5
"205111 Produktionsskoler "; 748,2; 713,6; 713,3; 700,5; 686,4; 672,8
"20511110 Taxametertilskud til undervisningsudgifter "; 685,6; 651,2; 653,2; 641,4; 628,5; 616,9
"20511120 Aktivitetsbestemte bygningstaxametertilskud "; 57,3; 57,2; 54,9; 53,9; 52,9; 50,9
"20511130 Igangsættelsestilskud til udslusning "; 5,3; 5,2; 5,2; 5,2; 5,0; 5,0
"205112 Skoleydelse ved produktionsskoler "; 300,7; 288,9; 218,9; 135,1; 135,1; 135,1
"20511210 Skoleydelse "; 300,7; 288,9; 218,9; 135,1; 135,1; 135,1
"205113 Kommunale bidrag vedrørende produktionsskoler "; -352,0; -306,2; -330,4; -330,4; -330,4; -330,4
"20511310 Kommunale bidrag "; -352,0; -306,2; -330,4; -330,4; -330,4; -330,4
"205114 Løn til produktionsskolelærlinge "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"20511410 Løn til produktionsskolelærlinge "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"2052 Erhvervsgrunduddannelse "; 48,4; 53,1; 54,1; 54,1; 54,1; 54,1
"205201 Erhvervsgrunduddannelse, kommunal refusion "; 48,4; 53,1; 54,1; 54,1; 54,1; 54,1
"20520110 Refusion vedr. udgifter til skoleydelse "; 35,8; 40,8; 41,7; 41,7; 41,7; 41,7
"20520120 Refusion vedr. undervisningsudgifter "; 6,0; 6,3; 6,4; 6,4; 6,4; 6,4
"20520130 Refusion vedr. udg. til supplerende tilskud "; 6,6; 6,0; 6,0; 6,0; 6,0; 6,0
"2053 Kombineret Ungdomsuddannelse "; 37,8; 175,4; 239,7; 235,1; 230,4; 225,8
"205301 Kombineret Ungdomsuddannelse "; 37,8; 175,4; 239,7; 235,1; 230,4; 225,8
"20530115 Taxametertilskud "; 37,8; 175,4; 239,7; 235,1; 230,4; 225,8
"207 Folkeoplysning samt voksen-, efter- og vid. "; 3902,3; 3907,1; 3703,5; 3509,8; 3430,6; 3343,7
"2071 Frie fagskoler "; 89,3; 81,3; 82,1; 80,2; 78,1; 76,4
"207111 Frie fagskoler "; 93,6; 86,0; 86,8; 85,1; 83,2; 81,7
"20711115 Driftstilskud "; 28,2; 23,8; 23,5; 23,1; 22,5; 22,1
"20711120 Supplerende tilskud til elever på kurser "; 21,4; 17,8; 17,7; 17,2; 16,8; 16,5
"20711125 Bygningstilskud "; 6,1; 5,7; 5,9; 5,8; 5,7; 5,6
"20711130 Tilskud til specialundervisning mv. "; 15,1; 14,7; 16,6; 16,3; 16,0; 15,6
"20711135 Tilskud til inklusion "; 13,3; 13,2; 11,3; 11,1; 10,9; 10,7
"20711140 Tillægstakster til særligt prioriterede elevg"; 3,8; 4,6; 5,6; 5,5; 5,4; 5,3
"20711150 Elevstøtte for elever under 18 år "; 5,7; 6,2; 6,2; 6,1; 5,9; 5,9
"207112 Kommunale bidrag vedrørende frie fagskoler "; -12,0; -13,2; -13,1; -13,1; -13,1; -13,1
"20711210 Kommunale bidrag vedrørende frie fagskoler "; -12,0; -13,2; -13,1; -13,1; -13,1; -13,1
"207121 Grundtilskud til frie fagskoler "; 7,7; 8,5; 8,4; 8,2; 8,0; 7,8
"20712125 Grundtilskud til frie fagskoler "; 7,7; 8,5; 8,4; 8,2; 8,0; 7,8
"2072 Erhvervsrettet voksen- og efteruddannelse "; 908,7; 951,1; 924,1; 809,1; 755,1; 719,3
"207201 Arbejdsmarkedsuddannelser mv. "; 729,0; 839,5; 798,0; 681,0; 637,3; 614,0
"20720110 Taxametertilskud til undervisningsudgifter "; 432,1; 535,4; 507,1; 422,5; 397,8; 384,0
"20720120 Taxametertilskud til fællesudgifter "; 199,7; 212,3; 199,4; 177,0; 164,0; 157,5
"20720130 Aktivitetsbestemte bygningstaxametertilskud "; 97,2; 91,8; 91,5; 81,5; 75,5; 72,5
"207203 Åben uddannelse og deltidsuddannelser, EVE "; 99,7; 37,2; 42,0; 38,8; 36,7; 35,2
"20720310 Taxametertilskud til undervisningsudgifter "; 91,7; 23,4; 28,5; 25,4; 23,6; 22,6
"20720320 Taxametertilskud til fællesudgifter "; 0,1; 0,7; 3,4; 3,0; 2,9; 2,8
"20720330 Aktivitetsbestemte bygningstaxametertilskud "; 7,8; 7,4; 3,0; 2,7; 2,5; 2,1
"20720350 Tilbagebetaling af deltagerbetaling "; 0,0; 5,7; 7,1; 7,7; 7,7; 7,7
"207206 Mere og bedre voksen- og efteruddannelse "; 8,3; 2,9; 3,8; 2,8; 0,0; 0,0
"20720610 Fjernundervisning mv. "; 8,3; 0,0; 0,0; 0,0; 0,0; 0,0
"20720620 Styrkelse af Min Kompetencemappe mv. "; 0,0; 1,9; 0,9; 0,0; 0,0; 0,0
"20720630 Analyser på EVE mv. "; 0,0; 1,0; 2,9; 2,8; 0,0; 0,0
"207211 Integrationsgrunduddannelse "; 0,0; 0,0; 9,4; 16,9; 12,9; 3,2
"20721110 Taxametertilskud til undervisningsudgifter "; 0,0; 0,0; 6,4; 11,1; 8,5; 2,2
"20721120 Taxametertilskud til fællesudgifter "; 0,0; 0,0; 2,0; 4,0; 3,0; 0,7
"20721130 Aktivitetsbestemte bygningstaxametertilskud "; 0,0; 0,0; 1,0; 1,8; 1,4; 0,3
"207226 Erstatning til deltagere i erhvervs- og udd. "; 0,7; 1,0; 1,0; 1,0; 1,0; 1,0
"20722610 Erstatninger "; 0,7; 1,0; 1,0; 1,0; 1,0; 1,0
"207241 Træningsskolens arbejdsmarkedsuddannelser "; 69,0; 68,5; 68,0; 66,7; 65,4; 64,1
"20724110 Taxametertilskud til undervisningsudgifter "; 39,2; 39,1; 38,8; 38,0; 37,3; 36,6
"20724120 Taxametertilskud til fællesudgifter "; 9,6; 9,4; 9,3; 9,1; 8,9; 8,7
"20724125 Aktivitetsbestemte bygningstaxametertilskud "; 13,2; 13,1; 13,1; 12,9; 12,6; 12,5
"20724130 Tillægstaxametertilskud "; 7,0; 6,9; 6,8; 6,7; 6,6; 6,3
"207242 Grundtilskud til Træningsskolens arbejdsmarke "; 2,0; 2,0; 1,9; 1,9; 1,8; 1,8
"20724215 Grundtilskud "; 2,0; 2,0; 1,9; 1,9; 1,8; 1,8
"2074 Almene voksenuddannelser "; 2459,9; 2402,3; 2229,0; 2160,6; 2149,2; 2108,8
"207402 Almene voksenuddannelser "; 2459,9; 2402,3; 2229,0; 2160,6; 2149,2; 2108,8
"20740210 Taxametertilskud til undervisningsudgifter "; 1776,0; 1753,7; 1586,2; 1545,8; 1559,2; 1514,0
"20740220 Taxametertilskud til fællesudgifter "; 360,1; 368,8; 365,1; 348,9; 336,6; 338,1
"20740225 Aktivitetsbestemte bygningstaxametertilskud "; 268,5; 223,3; 221,2; 209,7; 198,0; 202,3
"20740230 Tillægstakster "; 41,2; 39,6; 37,1; 36,3; 35,5; 34,8
"20740250 Tilbagebetaling af deltagerbetaling "; 14,1; 16,9; 19,4; 19,9; 19,9; 19,6
"2075 Enkeltfag mv. "; 92,7; 90,3; 89,6; 87,9; 86,2; 84,5
"207501 Hhx- og htx-enkeltfag "; 0,9; 0,6; 0,6; 0,6; 0,6; 0,6
"20750110 Taxametertilskud til undervisningsudgifter "; 0,8; 0,5; 0,5; 0,5; 0,5; 0,5
"20750125 Aktivitetsbestemte bygningstaxametertilskud "; 0,1; 0,1; 0,1; 0,1; 0,1; 0,1
"207502 Adgangskurser "; 91,7; 89,7; 89,0; 87,3; 85,6; 83,9
"20750210 Taxametertilskud til undervisningsudgifter "; 68,5; 68,0; 67,3; 66,0; 64,7; 63,4
"20750220 Taxametertilskud til fællesudgifter "; 11,5; 10,6; 10,5; 10,3; 10,1; 9,9
"20750225 Aktivitetsbestemte bygningstaxametertilskud "; 11,7; 11,1; 11,2; 11,0; 10,8; 10,6
"2076 Andre efter- og videreuddannelser "; 248,7; 253,9; 251,8; 249,1; 244,1; 239,1
"207611 Pædagogikum ved gymnasiale uddannelser "; 248,7; 253,9; 251,8; 249,1; 244,1; 239,1
"20761110 Pædagogikum ved gymnasiale uddannelser "; 224,8; 229,8; 227,9; 225,6; 221,1; 216,7
"20761120 Taxametertilskud til kursusudbydere "; 23,9; 24,1; 23,9; 23,5; 23,0; 22,4
"2077 Integration mv. "; 2,2; 5,1; 6,3; 4,7; 2,0; 2,0
"207707 Alternative skoleforløb "; 2,6; 5,1; 6,3; 4,7; 2,0; 2,0
"20770710 Alternative skoleforløb "; 2,6; 5,1; 6,3; 4,7; 2,0; 2,0
"207709 Brug for alle unge "; -0,4; 0,0; 0,0; 0,0; 0,0; 0,0
"20770910 Brug for alle unge "; -0,4; 0,0; 0,0; 0,0; 0,0; 0,0
"2078 Institutioner for almene voksenuddannelser "; 100,8; 123,1; 120,6; 118,2; 115,9; 113,6
"207802 Almene voksenuddannelser "; 100,8; 123,1; 120,6; 118,2; 115,9; 113,6
"20780210 Grundtilskud mv. "; 59,5; 82,6; 80,9; 79,3; 77,8; 76,3
"20780230 Ramme til overførte administrative opgaver "; 0,2; 0,2; 0,2; 0,2; 0,2; 0,2
"20780260 Regionalt undervisningstilskud "; 41,0; 40,3; 39,5; 38,7; 37,9; 37,1
"208 Tværgående og internationale aktiviteter "; 1481,2; 1428,4; 1494,8; 1464,2; 1423,1; 1396,3
"2081 Evaluering mv. "; 39,9; 32,7; 37,1; 32,5; 31,2; 30,7
"208111 Danmarks Evalueringsinstitut "; 39,9; 32,7; 37,1; 32,5; 31,2; 30,7
"20811110 Almindelig virksomhed "; 39,9; 32,7; 37,1; 32,5; 31,2; 30,7
"20811190 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"2082 Informations- og kommunikationsteknologi "; 262,3; 245,0; 273,0; 273,6; 265,2; 257,3
"208211 Styrelsen for It og Læring "; 262,3; 245,0; 273,0; 273,6; 265,2; 257,3
"20821110 Styrelsen for It og Læring "; 217,3; 245,0; 273,0; 273,6; 265,2; 257,3
"20821120 Digitalisering af administrationen "; 25,2; 0,0; 0,0; 0,0; 0,0; 0,0
"20821130 Nationale test og digitale afgangsprøver "; 19,8; 0,0; 0,0; 0,0; 0,0; 0,0
"20821190 Indtægtsdækket virksomhed "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"2083 Introduktionskurser og brobygning til ungdom "; 187,3; 210,7; 214,7; 213,3; 206,3; 202,3
"208301 Introduktionskurser og brobygning til ungdom "; 187,3; 210,7; 214,7; 213,3; 206,3; 202,3
"20830110 Taxametertilskud til undervisningsudgifter "; 140,1; 157,9; 160,6; 159,4; 154,2; 151,2
"20830120 Taxametertilskud til fællesudgifter "; 23,9; 26,6; 26,9; 26,8; 25,9; 25,4
"20830125 Aktivitetsbestemte bygningstaxametertilskud "; 23,3; 26,2; 27,2; 27,1; 26,2; 25,7
"2084 International virksomhed "; 493,8; 509,0; 515,8; 510,6; 510,5; 510,4
"208401 Danske kulturelle anliggender i Sydslesvig "; 457,3; 469,3; 477,2; 472,1; 472,1; 472,1
"20840110 Danske kulturelle anliggender i Sydslesvig "; 444,0; 464,1; 472,0; 466,9; 466,9; 466,9
"20840159 Projekt- og anlægstilskud "; 13,3; 5,2; 5,2; 5,2; 5,2; 5,2
"208402 Tilskud til nationale mindretal "; 0,7; 0,8; 0,8; 0,8; 0,8; 0,8
"20840210 Det tyske mindretals sekretariat "; 0,7; 0,8; 0,8; 0,8; 0,8; 0,8
"208411 UNESCO "; 14,1; 16,2; 14,2; 14,2; 14,2; 14,2
"20841110 Medlemsbidrag til UNESCO "; 14,1; 16,2; 14,2; 14,2; 14,2; 14,2
"208421 Anden international virksomhed "; 6,2; 7,1; 7,3; 7,2; 7,1; 7,0
"20842110 Internationalt samarbejde "; 5,4; 5,4; 5,6; 5,5; 5,4; 5,3
"20842125 Dansk-islandsk samarbejde "; 0,6; 1,3; 1,3; 1,3; 1,3; 1,3
"20842140 Danske institutter i udlandet "; 0,2; 0,4; 0,4; 0,4; 0,4; 0,4
"208431 Europaskolerne "; 15,4; 15,6; 16,3; 16,3; 16,3; 16,3
"20843110 Almindelig virksomhed "; 15,4; 15,6; 16,3; 16,3; 16,3; 16,3
"2085 Ejendomsadministration "; 3,3; 5,2; 5,2; 5,2; 5,2; 5,2
"208512 Lokaleforsyning til overførte amtslige udd. "; 3,3; 5,2; 5,2; 5,2; 5,2; 5,2
"20851210 Almindelig virksomhed "; 2,0; 4,7; 5,1; 5,3; 3,3; 3,3
"20851214 Salg af bygninger "; 0,0; 0,0; 0,0; -2,0; 0,0; 0,0
"20851216 Lokaleforsyning til tidligere amtslige udd. "; 1,2; 0,0; 0,0; 0,0; 0,0; 0,0
"20851220 Ejendomsadministration "; 0,1; 0,5; 0,1; 0,1; 0,1; 0,1
"20851225 Tilskud til Campus Bornholm til campusbyggeri"; 0,0; 0,0; 0,0; 1,8; 1,8; 1,8
"2086 Tværgående bevillinger til lån "; 76,4; 25,1; 24,7; 14,7; 14,5; 14,3
"208604 Lån mv. med pant i fast ejendom "; -2,6; -1,8; -1,8; -1,8; -1,8; -1,8
"20860410 Lån med pant i fast ejendom samt lån "; -2,6; -1,8; -1,8; -1,8; -1,8; -1,8
"208605 Lån til institutionsformål mv. "; -36,1; 4,0; 4,0; 4,0; 4,0; 4,0
"20860510 Lån til institutionsformål "; -36,1; 4,0; 4,0; 4,0; 4,0; 4,0
"208606 Tilskud til institutionsformål "; 60,7; 22,9; 22,5; 12,5; 12,3; 12,1
"20860620 Tilskud til institutionsudvikling mv. "; 60,7; 22,9; 22,5; 12,5; 12,3; 12,1
"208607 Særlige tilskud til bygningsformål "; 54,3; 0,0; 0,0; 0,0; 0,0; 0,0
"20860730 Etableringstilskud "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
